job_title,employee_residence,experience_level,employment_type,salary_in_usd
Research Engineer,US,MI,FT,251000
Research Engineer,US,MI,FT,177008
Data Scientist,US,MI,FT,204000
Data Scientist,US,MI,FT,134000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Research Scientist,US,SE,FT,173000
Research Scientist,US,SE,FT,117000
Research Scientist,US,SE,FT,293000
Research Scientist,US,SE,FT,213000
Research Scientist,US,SE,FT,173000
Research Scientist,US,SE,FT,117000
Data Scientist,US,MI,FT,204000
Data Scientist,US,MI,FT,134000
Data Specialist,US,MI,FT,75423
Data Specialist,US,MI,FT,45790
Research Scientist,US,MI,FT,251000
Research Scientist,US,MI,FT,177000
Data Engineer,US,SE,FT,300000
Data Engineer,US,SE,FT,250000
Research Scientist,US,SE,FT,293000
Research Scientist,US,SE,FT,213000
Data Scientist,US,MI,FT,204000
Data Scientist,US,MI,FT,134000
Machine Learning Engineer,US,SE,FT,410000
Machine Learning Engineer,US,SE,FT,274000
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,242000
Data Scientist,US,SE,FT,173000
Applied Scientist,US,MI,FT,222200
Applied Scientist,US,MI,FT,136000
Data Analyst,US,SE,FT,164000
Data Analyst,US,SE,FT,115000
Research Scientist,US,EN,FT,173000
Research Scientist,US,EN,FT,117000
Data Engineer,US,MI,FT,205600
Data Engineer,US,MI,FT,105700
Data Scientist,US,SE,FT,281000
Data Scientist,US,SE,FT,206000
Research Scientist,US,SE,FT,337000
Research Scientist,US,SE,FT,237000
Business Intelligence Engineer,US,SE,FT,165600
Business Intelligence Engineer,US,SE,FT,65800
Data Scientist,US,SE,FT,196900
Data Scientist,US,SE,FT,186526
Data Engineer,US,EN,FT,185000
Data Engineer,US,EN,FT,81000
Machine Learning Engineer,US,MI,FT,256500
Machine Learning Engineer,US,MI,FT,170700
Data Scientist,US,MI,FT,180000
Data Scientist,US,MI,FT,160000
Machine Learning Engineer,US,SE,FT,270000
Machine Learning Engineer,US,SE,FT,183600
Research Engineer,US,SE,FT,240000
Research Engineer,US,SE,FT,170000
Research Engineer,US,SE,FT,321000
Research Engineer,US,SE,FT,214000
Data Analyst,US,EN,FT,145000
Data Analyst,US,EN,FT,110000
Data Scientist,US,SE,CT,130000
Data Scientist,US,SE,CT,110000
Data Engineer,US,SE,FT,256500
Data Engineer,US,SE,FT,138900
Data Engineer,US,SE,FT,140000
Data Engineer,US,SE,FT,115000
Data Scientist,US,SE,FT,279400
Data Scientist,US,SE,FT,248920
Machine Learning Engineer,US,MI,FT,200000
Machine Learning Engineer,US,MI,FT,140000
Data Scientist,US,MI,FT,204000
Data Scientist,US,MI,FT,134000
Data Analyst,US,SE,FT,184000
Data Analyst,US,SE,FT,147200
Data Scientist,US,SE,FT,198000
Data Scientist,US,SE,FT,143000
Applied Scientist,US,MI,FT,222200
Applied Scientist,US,MI,FT,136000
Data Engineer,US,MI,FT,243300
Data Engineer,US,MI,FT,131500
Research Scientist,US,MI,FT,149000
Research Scientist,US,MI,FT,106000
Data Engineer,US,MI,FT,220000
Data Engineer,US,MI,FT,160000
Machine Learning Engineer,US,SE,FT,237000
Machine Learning Engineer,US,SE,FT,161200
Research Scientist,US,MI,FT,251000
Research Scientist,US,MI,FT,177000
Research Engineer,US,MI,FT,208000
Research Engineer,US,MI,FT,146994
Research Scientist,US,MI,FT,251000
Research Scientist,US,MI,FT,177000
Data Analyst,US,EN,FT,160000
Data Analyst,US,EN,FT,120000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Research Scientist,US,MI,FT,251000
Research Scientist,US,MI,FT,177000
Data Scientist,US,MI,FT,279400
Data Scientist,US,MI,FT,250104
Research Scientist,US,MI,FT,251000
Research Scientist,US,MI,FT,177000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Architect,US,SE,FT,204000
Data Architect,US,SE,FT,148000
Research Engineer,US,SE,FT,234000
Research Engineer,US,SE,FT,146000
Applied Scientist,US,SE,FT,282200
Applied Scientist,US,SE,FT,133600
Machine Learning Engineer,US,SE,FT,260500
Machine Learning Engineer,US,SE,FT,173400
Data Architect,US,SE,FT,160000
Data Architect,US,SE,FT,100000
AI Engineer,US,MI,FT,160000
AI Engineer,US,MI,FT,80000
Data Scientist,US,SE,FT,176000
Data Scientist,US,SE,FT,72700
Data Scientist,US,SE,FT,235400
Data Scientist,US,SE,FT,209720
Data Scientist,US,MI,FT,353500
Data Scientist,US,MI,FT,70800
Data Engineer,US,SE,FT,235400
Data Engineer,US,SE,FT,179938
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Data Engineer,US,SE,FT,196900
Data Engineer,US,SE,FT,178418
Data Scientist,US,MI,FT,198600
Data Scientist,US,MI,FT,94300
Machine Learning Engineer,US,MI,FT,240240
Machine Learning Engineer,US,MI,FT,214032
Data Analyst,US,MI,FT,137000
Data Analyst,US,MI,FT,60400
Data Analyst,US,EN,FT,245520
Data Analyst,US,EN,FT,223202
Data Architect,US,SE,FT,291900
Data Architect,US,SE,FT,64300
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Scientist,US,MI,FT,128600
Data Scientist,US,MI,FT,90500
Applied Scientist,US,SE,FT,282200
Applied Scientist,US,SE,FT,133600
Machine Learning Engineer,US,EN,FT,143400
Machine Learning Engineer,US,EN,FT,98900
Applied Scientist,US,SE,FT,251000
Applied Scientist,US,SE,FT,177008
Research Engineer,US,MI,FT,240240
Research Engineer,US,MI,FT,203350
Data Scientist,US,MI,FT,95000
Data Scientist,US,MI,FT,70000
Data Analyst,US,EN,FT,90000
Data Analyst,US,EN,FT,30000
Research Scientist,US,SE,FT,251000
Research Scientist,US,SE,FT,177000
Data Scientist,US,SE,FT,213000
Data Scientist,US,SE,FT,150000
Data Scientist,US,SE,FT,179101
Data Scientist,US,SE,FT,105353
Data Engineer,US,SE,FT,282200
Data Engineer,US,SE,FT,133600
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Research Scientist,US,SE,FT,293000
Research Scientist,US,SE,FT,213000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,146994
Research Scientist,US,MI,FT,200200
Research Scientist,US,MI,FT,189473
Data Scientist,US,MI,FT,171000
Data Scientist,US,MI,FT,109000
Research Scientist,US,MI,FT,208000
Research Scientist,US,MI,FT,143000
Research Engineer,US,MI,FT,173000
Research Engineer,US,MI,FT,117000
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Engineer,US,MI,FT,242000
Data Engineer,US,MI,FT,173000
Data Scientist,US,MI,FT,196900
Data Scientist,US,MI,FT,180393
Business Intelligence,US,MI,FT,110400
Business Intelligence,US,MI,FT,76500
Research Analyst,US,SE,FT,175000
Research Analyst,US,SE,FT,130000
Data Scientist,US,MI,FT,281000
Data Scientist,US,MI,FT,206000
Data Scientist,US,EX,FT,338000
Data Scientist,US,EX,FT,156000
Research Engineer,US,MI,FT,173000
Research Engineer,US,MI,FT,117000
Data Scientist,US,MI,FT,196900
Data Scientist,US,MI,FT,179551
Data Engineer,US,MI,FT,279400
Data Engineer,US,MI,FT,257984
Research Engineer,US,SE,FT,137000
Research Engineer,US,SE,FT,117000
Research Scientist,US,MI,FT,293000
Research Scientist,US,MI,FT,213000
Research Scientist,US,MI,FT,204000
Research Scientist,US,MI,FT,134000
Research Scientist,US,SE,FT,173000
Research Scientist,US,SE,FT,117000
Data Engineer,US,SE,FT,196900
Data Engineer,US,SE,FT,183552
Research Engineer,US,SE,FT,173000
Research Engineer,US,SE,FT,117000
Data Engineer,US,MI,FT,235400
Data Engineer,US,MI,FT,191373
Data Engineer,US,MI,FT,196900
Data Engineer,US,MI,FT,182781
Research Engineer,US,MI,FT,251000
Research Engineer,US,MI,FT,177008
Research Scientist,US,MI,FT,173000
Research Scientist,US,MI,FT,117000
Data Scientist,US,MI,FT,281000
Data Scientist,US,MI,FT,206000
Data Scientist,US,SE,FT,208300
Data Scientist,US,SE,FT,130100
Applied Scientist,US,SE,FT,282200
Applied Scientist,US,SE,FT,133600
Data Scientist,US,SE,FT,277000
Data Scientist,US,SE,FT,173000
Business Intelligence,US,MI,FT,174500
Business Intelligence,US,MI,FT,126800
Data Engineer,US,SE,FT,135000
Data Engineer,US,SE,FT,115000
Data Engineer,US,SE,FT,220000
Data Engineer,US,SE,FT,137500
Data Engineer,US,SE,FT,247200
Data Engineer,US,SE,FT,118450
Data Analyst,US,SE,FT,108500
Data Analyst,US,SE,FT,78800
Data Scientist,US,SE,FT,201900
Data Scientist,US,SE,FT,83430
Data Analyst,US,EN,FT,291900
Data Analyst,US,EN,FT,103800
Data Scientist,US,SE,FT,238600
Data Scientist,US,SE,FT,112000
Data Manager,GB,MI,FT,58717
Data Manager,GB,MI,FT,49183
Business Intelligence Engineer,US,SE,FT,108500
Business Intelligence Engineer,US,SE,FT,78800
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,96600
Data Scientist,US,SE,FT,267800
Data Scientist,US,SE,FT,136218
Data Scientist,US,MI,FT,144200
Data Scientist,US,MI,FT,72100
Data Scientist,US,SE,FT,247200
Data Scientist,US,SE,FT,124373
Machine Learning Engineer,US,SE,FT,237600
Machine Learning Engineer,US,SE,FT,146900
Machine Learning Scientist,US,MI,FT,179000
Machine Learning Scientist,US,MI,FT,112000
Data Analyst,US,EN,FT,57600
Data Analyst,US,EN,FT,50700
Research Engineer,US,SE,FT,234000
Research Engineer,US,SE,FT,146000
Data Engineer,US,SE,FT,185000
Data Engineer,US,SE,FT,120000
Applied Scientist,US,SE,FT,238600
Applied Scientist,US,SE,FT,112000
Data Engineer,CA,MI,FT,137930
Data Engineer,CA,MI,FT,74270
Data Analyst,US,EN,FT,85420
Data Analyst,US,EN,FT,50000
Machine Learning Engineer,US,SE,FT,216000
Machine Learning Engineer,US,SE,FT,136000
Data Analyst,US,MI,FT,140000
Data Analyst,US,MI,FT,110000
Data Scientist,GB,SE,FT,75000
Data Scientist,GB,SE,FT,50000
Machine Learning Engineer,US,SE,FT,199000
Machine Learning Engineer,US,SE,FT,183000
Data Engineer,US,MI,FT,243300
Data Engineer,US,MI,FT,131500
Data Scientist,US,SE,FT,260000
Data Scientist,US,SE,FT,132250
Data Scientist,US,MI,FT,189800
Data Scientist,US,MI,FT,105600
Data Scientist,US,MI,FT,192386
Data Scientist,US,MI,FT,135000
Data Engineer,US,EN,FT,83500
Data Engineer,US,EN,FT,52500
Data Engineer,US,SE,FT,201500
Data Engineer,US,SE,FT,183000
Data Analyst,US,MI,FT,120000
Data Analyst,US,MI,FT,100000
Data Analyst,GB,EN,FT,30000
Data Analyst,GB,EN,FT,30000
Data Scientist,US,MI,FT,257600
Data Scientist,US,MI,FT,146000
Data Scientist,US,EX,FT,300000
Data Scientist,US,EX,FT,220000
Data Scientist,US,EX,FT,220000
Data Scientist,US,EX,FT,180000
Data Engineer,CA,SE,FT,240000
Data Engineer,CA,SE,FT,190000
Data Architect,US,SE,FT,160000
Data Architect,US,SE,FT,110000
Data Scientist,US,EX,FT,233850
Data Scientist,US,EX,FT,161300
Data Engineer,US,SE,FT,229900
Data Engineer,US,SE,FT,167200
Data Scientist,US,SE,FT,252000
Data Scientist,US,SE,FT,168000
Data Engineer,US,SE,FT,185000
Data Engineer,US,SE,FT,160000
Machine Learning Engineer,US,SE,FT,284900
Machine Learning Engineer,US,SE,FT,161700
Data Scientist,US,MI,FT,212780
Data Scientist,US,MI,FT,178660
Data Scientist,US,SE,FT,112500
Data Scientist,US,SE,FT,112500
Data Engineer,US,SE,FT,175000
Data Engineer,US,SE,FT,117000
Data Analyst,US,EN,FT,85000
Data Analyst,US,EN,FT,65000
Machine Learning Engineer,US,MI,FT,284900
Machine Learning Engineer,US,MI,FT,161700
Data Scientist,US,EN,FT,198600
Data Scientist,US,EN,FT,94300
Data Scientist,US,SE,FT,135800
Data Scientist,US,SE,FT,95100
Data Scientist,US,EN,FT,86900
Data Scientist,US,EN,FT,60800
Business Intelligence,US,SE,FT,140000
Business Intelligence,US,SE,FT,85000
Data Engineer,GB,MI,FT,68750
Data Engineer,GB,MI,FT,56250
Data Scientist,US,MI,FT,110000
Data Scientist,US,MI,FT,80000
Business Intelligence,US,SE,FT,238600
Business Intelligence,US,SE,FT,112000
Machine Learning Engineer,US,SE,FT,245400
Machine Learning Engineer,US,SE,FT,139000
Research Scientist,US,SE,FT,282200
Research Scientist,US,SE,FT,133600
Data Analyst,US,SE,FT,57000
Data Analyst,US,SE,FT,57000
Data Manager,US,MI,FT,192170
Data Manager,US,MI,FT,118800
Data Scientist,US,SE,FT,240000
Data Scientist,US,SE,FT,120750
Applied Scientist,US,SE,FT,238600
Applied Scientist,US,SE,FT,112000
Data Scientist,US,EN,FT,172000
Data Scientist,US,EN,FT,75600
Data Scientist,US,MI,FT,92222
Data Scientist,US,MI,FT,62395
Machine Learning Engineer,US,EN,FT,243300
Machine Learning Engineer,US,EN,FT,131500
Applied Scientist,US,EN,FT,165400
Applied Scientist,US,EN,FT,76400
Data Scientist,US,MI,FT,75000
Data Scientist,US,MI,FT,54000
Data Engineer,US,MI,FT,190000
Data Engineer,US,MI,FT,140000
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,137500
Data Scientist,US,SE,FT,188500
Data Scientist,US,SE,FT,165100
Research Scientist,US,SE,FT,300000
Research Scientist,US,SE,FT,225000
Data Scientist,US,SE,FT,271000
Data Scientist,US,SE,FT,159000
Data Engineer,US,MI,FT,145000
Data Engineer,US,MI,FT,102000
Machine Learning Engineer,US,SE,FT,178200
Machine Learning Engineer,US,SE,FT,74800
Data Architect,US,SE,FT,175000
Data Architect,US,SE,FT,117000
Data Scientist,US,EN,FT,108700
Data Scientist,US,EN,FT,76100
Data Analyst,US,MI,FT,80000
Data Analyst,US,MI,FT,70000
Research Scientist,US,MI,FT,130000
Research Scientist,US,MI,FT,81700
Data Scientist,US,EN,FT,65000
Data Scientist,US,EN,FT,55000
Applied Scientist,US,MI,FT,198600
Applied Scientist,US,MI,FT,94300
Data Engineer,US,SE,FT,135000
Data Engineer,US,SE,FT,115000
Data Analyst,US,EN,FT,70000
Data Analyst,US,EN,FT,50000
Data Architect,US,SE,FT,185000
Data Architect,US,SE,FT,104000
Business Intelligence Engineer,US,MI,FT,185000
Business Intelligence Engineer,US,MI,FT,79600
Data Scientist,US,SE,FT,238600
Data Scientist,US,SE,FT,112000
Data Analyst,GB,EN,FT,62500
Data Analyst,GB,EN,FT,43750
Data Engineer,US,SE,FT,256500
Data Engineer,US,SE,FT,138900
Data Engineer,US,MI,FT,130000
Data Engineer,US,MI,FT,130000
Applied Scientist,US,EN,FT,252500
Applied Scientist,US,EN,FT,133500
Data Scientist,US,EX,FT,230000
Data Scientist,US,EX,FT,200000
Data Engineer,US,SE,FT,185000
Data Engineer,US,SE,FT,140000
Machine Learning Engineer,US,SE,FT,130100
Machine Learning Engineer,US,SE,FT,130100
Data Engineer,US,MI,FT,198100
Data Engineer,US,MI,FT,110219
Data Engineer,US,MI,FT,175000
Data Engineer,US,MI,FT,117000
Data Specialist,US,MI,FT,85000
Data Specialist,US,MI,FT,72400
Research Engineer,US,MI,FT,151500
Research Engineer,US,MI,FT,101000
Data Architect,US,SE,FT,164000
Data Architect,US,SE,FT,117000
Data Scientist,US,SE,FT,105000
Data Scientist,US,SE,FT,85000
Data Scientist,US,SE,FT,252000
Data Scientist,US,SE,FT,168000
Data Scientist,US,EX,FT,255000
Data Scientist,US,EX,FT,205000
Data Engineer,US,SE,FT,223000
Data Engineer,US,SE,FT,159300
Data Engineer,GB,MI,FT,106250
Data Engineer,GB,MI,FT,87500
Business Intelligence,US,EX,FT,288000
Business Intelligence,US,EX,FT,250000
Research Scientist,US,SE,FT,275000
Research Scientist,US,SE,FT,200000
Data Scientist,US,SE,FT,260000
Data Scientist,US,SE,FT,192000
Machine Learning Scientist,US,MI,FT,284900
Machine Learning Scientist,US,MI,FT,161700
Machine Learning Engineer,US,SE,FT,243300
Machine Learning Engineer,US,SE,FT,131500
Data Analyst,US,SE,FT,95000
Data Analyst,US,SE,FT,85000
Data Manager,US,MI,FT,113000
Data Manager,US,MI,FT,81500
Data Engineer,US,MI,FT,160000
Data Engineer,US,MI,FT,130000
Applied Scientist,US,SE,FT,256500
Applied Scientist,US,SE,FT,170700
Research Engineer,US,SE,FT,350000
Research Engineer,US,SE,FT,200000
Research Scientist,US,SE,FT,300200
Research Scientist,US,SE,FT,170700
Data Engineer,US,SE,FT,243300
Data Engineer,US,SE,FT,131500
Data Analyst,US,EN,FT,109000
Data Analyst,US,EN,FT,66000
Data Architect,US,MI,FT,138000
Data Architect,US,MI,FT,120000
Data Scientist,US,MI,FT,158200
Data Scientist,US,MI,FT,65600
Data Engineer,US,MI,FT,137000
Data Engineer,US,MI,FT,60400
Data Scientist,US,SE,FT,164600
Data Scientist,US,SE,FT,99200
AI Engineer,US,SE,FT,205000
AI Engineer,US,SE,FT,140000
Data Architect,US,SE,FT,234000
Data Architect,US,SE,FT,146000
Data Analyst,US,EN,FT,85000
Data Analyst,US,EN,FT,70000
Business Intelligence,CA,MI,FT,103798
Business Intelligence,CA,MI,FT,83038
Machine Learning Engineer,US,MI,FT,240000
Machine Learning Engineer,US,MI,FT,136800
Data Architect,US,EN,FT,106000
Data Architect,US,EN,FT,51600
Data Engineer,US,MI,FT,149600
Data Engineer,US,MI,FT,90200
Data Engineer,US,SE,FT,170640
Data Engineer,US,SE,FT,73008
Data Analyst,US,SE,FT,157000
Data Analyst,US,SE,FT,130000
Data Engineer,CA,SE,FT,215000
Data Engineer,CA,SE,FT,173000
Research Scientist,US,SE,FT,225000
Research Scientist,US,SE,FT,166000
Data Analyst,US,SE,FT,110000
Data Analyst,US,SE,FT,95000
Data Engineer,US,SE,FT,316900
Data Engineer,US,SE,FT,210900
Data Engineer,US,SE,FT,243500
Data Engineer,US,SE,FT,201400
Data Scientist,US,MI,FT,130000
Data Scientist,US,MI,FT,100000
Data Analyst,US,SE,FT,157476
Data Analyst,US,SE,FT,104981
Data Engineer,US,SE,FT,200000
Data Engineer,US,SE,FT,147000
Data Engineer,US,SE,FT,210000
Data Engineer,US,SE,FT,170000
Data Architect,GB,SE,FT,100000
Data Architect,GB,SE,FT,56250
Data Analyst,US,SE,FT,207300
Data Analyst,US,SE,FT,165900
Applied Scientist,US,MI,FT,222200
Applied Scientist,US,MI,FT,136000
Data Engineer,US,MI,FT,184000
Data Engineer,US,MI,FT,123000
Machine Learning Engineer,US,MI,FT,256500
Machine Learning Engineer,US,MI,FT,138900
Research Scientist,US,SE,FT,337300
Research Scientist,US,SE,FT,192700
Data Scientist,US,SE,FT,210600
Data Scientist,US,SE,FT,110600
Research Scientist,US,SE,FT,313000
Research Scientist,US,SE,FT,232000
Research Scientist,US,SE,FT,239000
Research Scientist,US,SE,FT,161000
Data Scientist,US,SE,FT,225600
Data Scientist,US,SE,FT,146900
Data Scientist,US,SE,FT,178000
Data Scientist,US,SE,FT,122000
Data Scientist,US,MI,FT,187000
Data Scientist,US,MI,FT,127000
Machine Learning Engineer,US,SE,FT,284000
Machine Learning Engineer,US,SE,FT,189000
Data Scientist,US,MI,FT,425000
Data Scientist,US,MI,FT,220000
Data Scientist,US,EN,FT,105000
Data Scientist,US,EN,FT,45000
Data Engineer,DE,SE,FT,350000
Data Engineer,DE,SE,FT,287000
Data Scientist,US,SE,FT,220000
Data Scientist,US,SE,FT,172000
Data Scientist,US,MI,FT,180000
Data Scientist,US,MI,FT,115000
Research Scientist,US,SE,FT,284000
Research Scientist,US,SE,FT,189000
Data Analyst,US,MI,FT,172000
Data Analyst,US,MI,FT,117000
Business Intelligence,US,SE,FT,194000
Business Intelligence,US,SE,FT,129000
Data Engineer,US,MI,FT,175000
Data Engineer,US,MI,FT,117000
Applied Scientist,US,MI,FT,243300
Applied Scientist,US,MI,FT,131500
Machine Learning Engineer,US,SE,FT,180000
Machine Learning Engineer,US,SE,FT,143000
Data Scientist,US,SE,FT,266000
Data Scientist,US,SE,FT,177000
Data Architect,US,SE,FT,175000
Data Architect,US,SE,FT,117000
AI Engineer,US,SE,FT,257000
AI Engineer,US,SE,FT,171000
Data Scientist,US,SE,FT,187000
Data Scientist,US,SE,FT,127000
Data Scientist,US,SE,FT,223000
Data Scientist,US,SE,FT,150000
Research Engineer,US,MI,FT,256500
Research Engineer,US,MI,FT,138900
Data Engineer,US,MI,FT,185000
Data Engineer,US,MI,FT,81000
Research Scientist,US,MI,FT,200000
Research Scientist,US,MI,FT,136000
Data Analyst,US,EN,FT,185100
Data Analyst,US,EN,FT,106300
Data Engineer,US,SE,FT,175000
Data Engineer,US,SE,FT,117000
Applied Scientist,US,MI,FT,222200
Applied Scientist,US,MI,FT,136000
Data Scientist,US,MI,FT,187000
Data Scientist,US,MI,FT,127000
Data Scientist,US,SE,FT,223000
Data Scientist,US,SE,FT,150000
Data Engineer,US,MI,FT,170000
Data Engineer,US,MI,FT,150000
Data Architect,US,SE,FT,175000
Data Architect,US,SE,FT,117000
Research Scientist,US,SE,FT,337000
Research Scientist,US,SE,FT,237000
Analytics Engineer,US,MI,FT,176000
Analytics Engineer,US,MI,FT,124000
Research Engineer,US,EN,FT,40000
Research Engineer,US,EN,FT,36000
Data Scientist,US,MI,FT,187000
Data Scientist,US,MI,FT,127000
Data Engineer,US,SE,FT,200000
Data Engineer,US,SE,FT,147000
Applied Scientist,US,MI,FT,222200
Applied Scientist,US,MI,FT,136000
Machine Learning Engineer,US,SE,FT,283780
Machine Learning Engineer,US,SE,FT,233840
Machine Learning Engineer,US,SE,FT,250000
Machine Learning Engineer,US,SE,FT,150000
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,211000
Data Scientist,US,SE,FT,142000
Data Scientist,US,MI,FT,281000
Data Scientist,US,MI,FT,206000
Data Architect,US,SE,FT,175000
Data Architect,US,SE,FT,117000
Business Intelligence,US,SE,FT,194000
Business Intelligence,US,SE,FT,129000
Machine Learning Engineer,US,MI,FT,256500
Machine Learning Engineer,US,MI,FT,138900
Data Analyst,US,EN,FT,85000
Data Analyst,US,EN,FT,65000
Data Scientist,US,MI,FT,171000
Data Scientist,US,MI,FT,109000
Data Scientist,US,SE,FT,266000
Data Scientist,US,SE,FT,177000
Research Scientist,US,MI,FT,239000
Research Scientist,US,MI,FT,161000
Data Analyst,US,MI,FT,150000
Data Analyst,US,MI,FT,110000
Applied Scientist,US,SE,FT,212800
Applied Scientist,US,SE,FT,115100
Data Engineer,US,EX,FT,336001
Data Engineer,US,EX,FT,201601
Data Analyst,US,SE,FT,95000
Data Analyst,US,SE,FT,85000
Data Manager,US,MI,FT,81400
Data Manager,US,MI,FT,54600
